Groupe;Numéro;Libellé groupe;Sexe;Boursier des lycées (code);Boursier des lycées;Boursier (Code);Boursier;Type établissement;Type établissement (Code);UAI établissement;Libellé établissement;Commune établissement;Département établissement;Pays établissement;Pays établissement (Code);Série/Domaine/Filière;Spécialité/Mention/Voie;Spécialité (Code);Série diplôme;Série diplôme (Code);Dominante diplôme (Code);Dominante diplôme;Spécialité diplôme;Spécialité diplôme (Code);Date de validation;Candidature validée (O/N);Candidature validée (Code) 
14084;364407;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0332870R;Lycée De La Mer;Gujan-Mestras;33;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
101103;302106;Bac STMG;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0860005N;Cite Technique Edouard Branly;Châtellerault;86;France;99100;STMG;Ressources Humaines et Communication;537;Sciences et Technologies du Management et de la Gestion;STMG;;;Ressources Humaines et Communication;537;12/03/2018;Oui;1
14084;429740;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190032G;Lycée Edmond Perrier;Tulle;19;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;31/03/2018;Oui;1
101103;1239379;Bac STMG;M;0;Non;0;Non boursier;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Service;Gestion des entreprises et des administrations;;Sciences et Technologies du Management et de la Gestion;STMG;;;Gestion et Finance;536;;Non;0
60251;265374;Bac STD2A;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0160004T;Lycée Charles A. COULOMB;Angoulême;16;France;99100;STD2A;;;Sciences Technologiques du Design et des Arts Appliquées;STD2A;;;;;28/03/2018;Oui;1
14084;713198;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0860037Y;Lycée Nelson Mandela;Poitiers;86;France;99100;S;Mathématiques;11;Scientifique;S;2;Sciences de l'ingénieur;Mathématiques;11;30/03/2018;Oui;1
14119;1043825;Bac ES;F;0;Non;0;Non boursier;Université;4;0370800U;Universite François-Rabelais - Tours;Tours;37;France;99100;;;;Economique et social;ES;;;Sciences sociales et politiques;353;20/03/2018;Oui;1
14084;280196;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0560105K;Lycée La Mennais;Ploërmel;56;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;24/03/2018;Oui;1
14114;1205029;Bac STI2D;M;0;Non;0;Non boursier;Université;4;0632035V;Université Clermont Auvergne;Clermont-Ferrand;63;France;99100;;;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
60249;168095;Bac Pro;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0875023M;Lycée Maryse Bastie;Limoges;87;France;99100;P;Systèmes électroniques numériques;203;Professionnelle;P;;;Systèmes électroniques numériques;203;30/03/2018;Oui;1
14084;851034;Bac S;F;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0870040W;Lycée Paul Eluard;Saint-Junien;87;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;22/03/2018;Oui;1
14084;495145;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0850027T;Lycée Polyvalent Rosa PARKS;La Roche-sur-Yon;85;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;25/03/2018;Oui;1
14118;842087;Bac L;F;1;Oui;1;Boursier du secondaire;Lycée sans classe postbac;2;0171472H;CEPMO;Saint-Trojan-les-Bains;17;France;99100;L;Arts plastiques;25;Littéraire;L;;;Arts plastiques;25;22/02/2018;Oui;1
1539;1189745;Autres candidats;M;0;Non;0;Non boursier;;;;;;;;;;;;Sciences et technologie de laboratoire;STL;;;Biotechnologies;272;30/03/2018;Oui;1
14119;1004639;Bac ES;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;;;;Economique et social;ES;;;Economie approfondie;352;02/03/2018;Oui;1
14114;384619;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0400002K;Lycée Gaston Crampe;Aire-sur-l'Adour;40;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;;Non;0
14084;752386;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0211089V;Lycée Saint Joseph;Dijon;21;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;29/03/2018;Oui;1
14119;862214;Bac ES;F;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0640011P;Lycée Louis De Foix;Bayonne;64;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;05/03/2018;Oui;1
14119;546400;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0830053G;Lycée Dumont d'Urville;Toulon;83;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;28/03/2018;Oui;1
14084;723545;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;S;Physique-chimie;32;Scientifique;S;2;Sciences de l'ingénieur;Physique-chimie;32;29/03/2018;Oui;1
14114;460653;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0790024X;Lycée Paul Guerin;Niort;79;France;99100;STI2D;Architecture et construction;337;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Architecture et construction;337;29/03/2018;Oui;1
14084;642293;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0850032Y;Lycée Savary De Mauleon;Les Sables-d'Olonne;85;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;05/03/2018;Oui;1
14119;201706;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0450049J;Lycée Pothier;Orléans;45;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;29/03/2018;Oui;1
60249;738742;Bac Pro;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0340088L;Lycée professionnel Irene Et Frederic Joliot Curie;Sète;34;France;99100;P;Electrotechnique, énergie, équipements communicants;186;Professionnelle;P;;;Electrotechnique, énergie, équipements communicants;186;30/03/2018;Oui;1
14114;261343;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870118F;Lycée Raoul Dautry;Limoges;87;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;29/03/2018;Oui;1
14114;723564;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;31/03/2018;Oui;1
14114;265451;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0160004T;Lycée Charles A. COULOMB;Angoulême;16;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;29/03/2018;Oui;1
14114;162354;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0332832Z;Lycée Les Iris;Lormont;33;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;29/03/2018;Oui;1
14084;302181;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0860005N;Cite Technique Edouard Branly;Châtellerault;86;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;;Non;0
14119;429541;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190032G;Lycée Edmond Perrier;Tulle;19;France;99100;ES;Economie approfondie;352;Economique et social;ES;;;Economie approfondie;352;30/03/2018;Oui;1
14084;261458;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870118F;Lycée Raoul Dautry;Limoges;87;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14084;280614;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0370038R;Lycée Grandmont;Tours;37;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
14084;820314;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0240005A;Lycée Maine De Biran;Bergerac;24;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
101103;545222;Bac STMG;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190038N;Lycée Bernart de Ventadour;Ussel;19;France;99100;STMG;Mercatique;206;Sciences et Technologies du Management et de la Gestion;STMG;;;Mercatique;206;25/03/2018;Oui;1
14119;416414;Bac ES;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0442309W;Lycée Alcide D'Orbigny;Bouaye;44;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
14084;796531;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;9760229V;Lycée de Petite Terre;Pamandzi;976;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;10/03/2018;Oui;1
1539;274289;Autres candidats;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0332192D;Lycée Hotel.Tourisme Gascogne;Talence;33;France;99100;STHR;;;Science et Techniques de l'Hôtellerie et de la Restauration;STHR;;;Projet STHR en Sciences et Technologies culinaires;775;18/03/2018;Oui;1
14119;594724;Bac ES;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0230025C;Lycée Raymond Loewy;La Souterraine;23;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;30/03/2018;Oui;1
14114;1042563;Bac STI2D;M;0;Non;0;Non boursier;;;;;;;;;;;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;08/03/2018;Oui;1
14114;565138;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0330135T;Lycée Alfred Kastler;Talence;33;France;99100;STI2D;Energies et environnement;338;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Energies et environnement;338;26/03/2018;Oui;1
14114;543147;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0170060Y;Lycée Bernard Palissy;Saintes;17;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;29/03/2018;Oui;1
60249;382851;Bac Pro;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0660021P;Lycée Charles Renouvier;Prades;66;France;99100;P;Microtechniques;187;Professionnelle;P;;;Microtechniques;187;30/03/2018;Oui;1
14084;495980;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0860028N;Lycée Jean Moulin;Montmorillon;86;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;28/03/2018;Oui;1
14119;167131;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870016V;Lycée Leonard Limosin;Limoges;87;France;99100;ES;Economie approfondie;352;Economique et social;ES;;;Economie approfondie;352;27/03/2018;Oui;1
14118;419628;Bac L;F;1;Oui;1;Boursier du secondaire;Lycée sans classe postbac;2;0870050G;Lycée Jean Baptiste Darnet;Saint-Yrieix-la-Perche;87;France;99100;L;Droits et grands enjeux du monde contemporain;351;Littéraire;L;;;Droits et grands enjeux du monde contemporain;351;30/03/2018;Oui;1
14114;167711;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0601832R;Lycée Jean Monnet;Crépy-en-Valois;60;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;31/03/2018;Oui;1
14084;737411;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0860009T;Lycée Andre Theuriet;Civray;86;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;25/03/2018;Oui;1
14114;723495;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;31/03/2018;Oui;1
14119;1009160;Bac ES;F;0;Non;0;Non boursier;;;;;;;;;;;;Economique et social;ES;;;Mathématiques;11;12/02/2018;Oui;1
14084;329883;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870017W;Lycée Auguste Renoir;Limoges;87;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;29/03/2018;Oui;1
14084;313945;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0693044J;Lycée Jean-Paul Sartre;Bron;69;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14119;746898;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0350769W;Lycée Jean Baptiste Le Taillandier;Fougères;35;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;31/03/2018;Oui;1
14084;177389;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0161095D;Lycée Image et Son;Angoulême;16;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;;Non;0
14084;295713;Bac S;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0920798T;Lycée Rabelais;Meudon;92;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;25/03/2018;Oui;1
14084;831364;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0170135E;Lycée Jean Hyppolite;Jonzac;17;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;26/03/2018;Oui;1
14084;864672;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0170042D;Lycée Cordouan;Royan;17;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;28/03/2018;Oui;1
14084;317034;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0810012Y;Lycée Jean Jaures;Carmaux;81;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;18/03/2018;Oui;1
14084;582586;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0331760J;Lycée Fernand Daguin;Mérignac;33;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;21/03/2018;Oui;1
14084;261557;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870118F;Lycée Raoul Dautry;Limoges;87;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14114;861795;Bac STI2D;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0630021F;Lycée La Fayette;Clermont-Ferrand;63;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;27/03/2018;Oui;1
14114;723320;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;30/03/2018;Oui;1
14084;265543;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0160004T;Lycée Charles A. COULOMB;Angoulême;16;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14114;631145;Bac STI2D;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0630022G;Lycée professionnel Roger Claustres;Clermont-Ferrand;63;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;27/03/2018;Oui;1
14084;583339;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0210015C;Lycée Carnot;Dijon;21;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;26/03/2018;Oui;1
1539;160817;Autres candidats;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0660026V;Lycée professionnel Alfred Sauvy;Villelongue-dels-Monts;66;France;99100;P;Agencement de l'espace architectural;300;Professionnelle;P;;;Agencement de l'espace architectural;300;30/03/2018;Oui;1
14119;501810;Bac ES;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;9830504F;Lycée Apollinaire Anova (Dec);Paita;988;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;30/03/2018;Oui;1
14114;167913;Bac STI2D;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0601832R;Lycée Jean Monnet;Crépy-en-Valois;60;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;25/03/2018;Oui;1
14084;296144;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0870056N;Lycée Turgot;Limoges;87;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;29/03/2018;Oui;1
14114;820655;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0240005A;Lycée Maine De Biran;Bergerac;24;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;28/03/2018;Oui;1
14119;329855;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870017W;Lycée Auguste Renoir;Limoges;87;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;31/03/2018;Oui;1
101103;580190;Bac STMG;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0120061B;Lycée Saint-Joseph;Villefranche-de-Rouergue;12;France;99100;STMG;Mercatique;206;Sciences et Technologies du Management et de la Gestion;STMG;;;Mercatique;206;30/03/2018;Oui;1
14114;723322;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;;Non;0
